First name;Number;First name (< 18);Number of carriers (< 18);First name (18-64);Number of carriers (18-64);First name (65+);Number of carriers (65+)
"""Kujtim""";32;"""Brad""";8;"""Stefanos""";20;;
"""Vasily""";7;;;;;;
"""Paulin""";32;"""Davud""";8;"""Vladislav""";20;;
"""Wladimir""";7;;;;;;
"""Bo""";31;"""Harouna""";8;"""Emilian""";19;;
"""Yonatan""";7;;;;;;
"""Josephus""";31;"""Jelle""";8;"""Leonel""";19;;
"""Zaim""";7;;;;;;
"""Soulaiman""";31;"""Mesut""";8;"""Alhassane""";18;;
"""Abdenebi""";6;;;;;;
"""Lahoussine""";29;"""Amani""";7;"""Yazid""";18;;
"""Akwasi""";6;;;;;;
"""Patricio""";29;"""Battal""";7;"""Aomar""";17;;
"""Berend""";6;;;;;;
"""Sébastian""";29;"""Bleron""";7;"""Azem""";17;;
"""Dag""";6;;;;;;
"""Bouziane""";28;"""Dániel""";7;"""Faris""";17;;
"""Davinder""";6;;;;;;
"""Idrissa""";28;"""Erdi""";7;"""Hugh""";17;;
"""Dick""";6;;;;;;
"""Zsolt""";28;"""Jean-Claude""";7;"""Rolf""";17;;
"""Haithem""";6;;;;;;
"""Berkan""";27;"""Liridon""";7;"""Urbain""";17;;
"""Hitoshi""";6;;;;;;
"""Gustav""";27;"""Mats""";7;"""Adolphe""";16;;
"""Houd""";6;;;;;;
"""Trésor""";27;"""Noyan""";7;"""Franciscus""";16;;
"""Laureano""";6;;;;;;
"""Floris""";25;"""Aime""";6;"""Aboubakar""";15;;
"""Louai""";6;;;;;;
"""Hong""";25;"""Alexei""";6;"""Andras""";15;;
"""Mohamed-Larbi""";6;;;;;;
"""Mkrtich""";5;;;;;;
"""Nafiz""";6;;;;;;
"""Nuran""";5;;;;;;
"""Naseer""";6;;;;;;
"""Ollivier""";5;;;;;;
"""Nejib""";6;;;;;;
"""Pavol""";5;;;;;;
"""Oruç""";6;;;;;;
"""Rauf""";5;;;;;;
"""Simo""";6;;;;;;
"""Rizvan""";5;;;;;;
"""Tayyip""";6;;;;;;
"""Rubin""";5;;;;;;
"""Uri""";6;;;;;;
"""Subhan""";5;;;;;;
"""Waqar""";6;;;;;;
"""Tonton""";5;;;;;;
"""Abdulrahman""";5;;;;;;
"""Tor""";5;;;;;;
"""Benedictus""";5;;;;;;
"""Wander""";5;;;;;;
"""Carl-Eric""";5;;;;;;
"""Wanderson""";5;;;;;;
"""Devran""";5;;;;;;
"""Yaro""";5;;;;;;
"""Dzhengis""";5;;;;;;
"""Matia""";5;;;;;;
"""Erdin""";5;;;;;;
"""Meihdi""";5;;;;;;
"""Fazil""";5;;;;;;
"""Noaman""";5;;;;;;
"""Ghalid""";5;;;;;;
"""Pandelis""";5;;;;;;
"""Hudayfa""";5;;;;;;
"""Richie""";5;;;;;;
"""Ismaêl""";5;;;;;;
"""Suhail""";5;;;;;;
"""Jessie""";5;;;;;;
"""Tamerlan""";5;;;;;;
"""Jethro""";5;;;;;;
"""Tsvetan""";5;;;;;;
"""Keiichi""";5;;;;;;
"""Vitali""";5;;;;;;
"""Kilyan""";5;;;;;;
"""Willi""";5;;;;;;
"""Kota""";5;;;;;;
"""Xhafer""";5;;;;;;
"""Ludger""";5;;;;;;
"""Zola""";5;;;;;;
"""Mahfoudh""";5;;;;;;
"""Philippe""";4844;"""Mehdi""";1004;"""Michel""";3700;"""Pierre""";1494
"""Marcelin""";5;;;;;;
"""Claude""";1575;"""Nassim""";368;"""Karim""";1082;"""Antoine""";200
"""Medin""";5;;;;;;
"""Charles""";1513;"""Dylan""";361;"""Benjamin""";982;"""Richard""";190
"""Adam""";2248;"""Noah""";519;"""José""";1492;"""Maurice""";425
"""Ayoub""";1246;"""Ismaël""";275;"""Denis""";762;"""Giovanni""";125
"""Karim""";1245;"""Aymane""";273;"""Abdelaziz""";758;"""Salvatore""";122
"""Jan""";1108;"""Ryan""";253;"""Jérôme""";707;"""M'hamed""";101
"""Driss""";742;"""Mustafa""";158;"""Etienne""";494;"""Edgard""";59
"""Abdelaziz""";840;"""Ismaïl""";177;"""Gregory""";532;"""Xavier""";68
"""Diego""";627;"""Edouard""";139;"""Christopher""";422;"""Georgios""";49
"""Ahmet""";458;"""François""";113;"""Yassin""";310;"""Hasan""";31
"""Salvatore""";617;"""Basile""";134;"""Abdelhamid""";409;"""Calogero""";46
"""Yvan""";395;"""Noa""";96;"""Abdelhak""";256;"""Arnold""";24
"""Jean-François""";586;"""Filip""";130;"""Adam""";381;"""Emiel""";42
"""Imran""";369;"""Saad""";91;"""Ramazan""";234;"""Leopold""";23
"""Alex""";458;"""Jonas""";113;"""Mariusz""";309;"""Jesus""";31
"""Hervé""";355;"""Adem""";87;"""Amine""";220;"""Axel""";21
"""Abdelhamid""";454;"""Alan""";109;"""Raymond""";293;"""Hans""";30
"""Kamal""";337;"""Mohamed-Amine""";86;"""Geoffroy""";212;"""Josef""";20
"""Imrane""";366;"""Fabio""";89;"""Anas""";232;"""Abdallah""";22
"""Yusuf""";315;"""Khalid""";82;"""Gilbert""";200;"""Abraham""";18
"""Erik""";364;"""Mourad""";89;"""Amadou""";227;"""Mahmoud""";22
"""Vincenzo""";307;"""Ludovic""";79;"""Dumitru""";194;"""Jozsef""";18
"""Patrice""";362;"""Francesco""";88;"""Robin""";224;"""Ramazan""";22
"""Grzegorz""";297;"""Abdallah""";74;"""Abdelhakim""";184;"""Muharrem""";17
"""Ramazan""";304;"""Milo""";78;"""Eduardo""";191;"""Remy""";18
"""Jimmy""";267;"""Eduard""";66;"""Frederic""";167;"""Maxime""";15
"""Michele""";282;"""Szymon""";71;"""Rui""";176;"""Rudolf""";16
"""Sebastien""";239;"""Florent""";59;"""Adel""";145;"""Réginald""";13
"""Ibrahima""";266;"""Yahya""";66;"""Massimo""";166;"""Mouloud""";15
"""Selim""";224;"""Roman""";55;"""Petru""";134;"""Raffaele""";12
"""Ioannis""";266;"""Arno""";65;"""Ayoub""";165;"""Renaud""";15
"""Larbi""";207;"""Souleymane""";53;"""Najim""";126;"""Jacky""";11
"""Alan""";253;"""Ömer""";63;"""Oscar""";156;"""Osman""";14
"""Marwane""";201;"""Ioan""";51;"""Nuno""";122;"""Nils""";11
"""Emre""";239;"""Leon""";60;"""Otman""";148;"""Mohammadi""";13
"""Isaac""";176;"""Abdelkader""";43;"""Federico""";107;"""Georg""";9
"""Jordan""";233;"""Salah""";58;"""Abdelali""";143;"""Adelin""";12
"""Jerzy""";139;"""Merlin""";34;"""Maarten""";82;"""Ismet""";7
"""Alphonse""";228;"""Onur""";56;"""Abdallah""";136;"""Giacomo""";12
"""Abdelghani""";121;"""Yvan""";31;"""Haci""";72;"""Biagio""";6
"""Andy""";203;"""Sohaib""";52;"""Soufian""";124;"""Lahbib""";11
"""Chaib""";114;"""Tomasz""";29;"""Nadir""";66;"""Liévin""";6
"""Basile""";198;"""Mustapha""";51;"""Metin""";120;"""Santiago""";11
"""Emilio""";112;"""Elijah""";28;"""Tahar""";65;"""Mbarek""";6
"""Enzo""";175;"""Joao""";43;"""Amir""";106;"""Hermann""";9
"""Sandro""";110;"""Gil""";27;"""Dragos""";63;"""Raymondus""";6
"""Antonino""";172;"""Faris""";42;"""Nelson""";104;"""Mimoune""";9
"""Timothée""";109;"""Jessy""";27;"""Rafik""";63;"""Roman""";6
"""Karl""";164;"""Massimo""";40;"""Franco""";98;"""Boumediene""";8
"""Antonin""";100;"""Dimitrios""";25;"""Allan""";59;"""Bouarfa""";5
"""Federico""";160;"""Roberto""";39;"""Oliver""";95;"""Hippolyte""";8
"""Leszek""";98;"""Raffaele""";25;"""Attila""";57;"""Edoardo""";5
"""Omer""";160;"""Waël""";39;"""Serkan""";95;"""Houssain""";8
"""Abbas""";95;"""Kamel""";24;"""Chakib""";56;"""Gani""";5
"""Ousmane""";159;"""Davide""";38;"""Habib""";94;"""Jean-Pol""";8
"""Kaan""";93;"""Beniamin""";23;"""Tayeb""";55;"""Jeannot""";5
"""Hussein""";147;"""Noham""";36;"""Damian""";88;"""Andres""";7
"""Nathanaël""";92;"""Moulay""";23;"""Lahbib""";54;"""Khalifa""";5
"""Filippo""";145;"""Anatole""";35;"""Abdelouahed""";86;"""Boudewijn""";7
"""Mattéo""";89;"""Aris""";22;"""Gert""";53;"""Paulin""";5
"""Serkan""";139;"""Niels""";34;"""Rémy""";82;"""Jacquy""";7
"""Mehmed""";88;"""Ion""";22;"""Rocco""";53;"""Reimond""";5
"""Aymen""";138;"""Taoufik""";34;"""Aurel""";81;"""Jaime""";7
"""Junior""";80;"""Thierry""";21;"""Marouan""";50;;
"""Davide""";137;"""Ben""";33;"""Kemal""";81;"""Khaled""";7
"""Houssain""";78;"""Mouhamed""";20;"""Alessio""";48;;
"""Eliott""";137;"""César""";33;"""Raphael""";81;"""Lakhdar""";7
"""Sedat""";78;"""Sandro""";20;"""Emin""";48;;
"""Miroslaw""";136;"""Islam""";33;"""Hadrien""";79;"""Maurizio""";7
"""Stavros""";76;"""Gary""";19;"""Gerald""";47;;
"""Viktor""";109;"""Krzysztof""";27;"""Riccardo""";63;"""Sandor""";6
"""Dragos""";75;"""Kai""";19;"""Volkan""";47;;
"""Edgard""";103;"""Mohamed-Ali""";26;"""Sammy""";61;"""Alberico""";5
"""Chakib""";71;"""Ilir""";18;"""Toni""";45;;
"""Ryszard""";96;"""Kaïs""";24;"""Brieuc""";56;"""Gabor""";5
"""Toufik""";71;"""Metin""";18;"""Gabor""";44;;
"""Mircea""";91;"""Nidal""";23;"""Mohsen""";54;"""Maimoun""";5
"""Abdeljalil""";70;"""Philip""";18;"""Hossain""";44;;
"""Tahir""";87;"""Marian""";22;"""Antonios""";52;"""Semun""";5
"""Yusuke""";7;;;;;;
"""Mevlüt""";86;"""Ramzi""";22;"""Gabriele""";52;"""Ulf""";5
"""Abderzak""";6;;;;;;
"""Mansour""";77;"""Zacharie""";20;"""Konrad""";48;;
"""Alberico""";6;;;;;;
"""Franciscus""";72;"""Edoardo""";18;"""Joffrey""";45;;
"""Ayden""";6;;;;;;
"""Sebastiano""";67;"""Sélim""";17;"""Davut""";41;;
"""Aytaç""";6;;;;;;
"""Gianluca""";64;"""Filippo""";16;"""Choukri""";40;;
"""Cristovao""";6;;;;;;
"""Jerry""";64;"""Guilhem""";16;"""Faisal""";40;;
"""Darian""";6;;;;;;
"""Sohaib""";64;"""Houdaïfa""";16;"""Mahmut""";40;;
"""Donal""";6;;;;;;
"""Vlad""";57;"""Finn""";14;"""Cüneyt""";34;;
"""Edgars""";6;;;;;;
"""Dogan""";56;"""Hilal""";14;"""Lukas""";34;;
"""Elmi""";6;;;;;;
"""Per""";54;"""Anes""";13;"""Achille""";32;;
"""Fazal""";6;;;;;;
"""Gert""";53;"""Claudiu""";13;"""Idris""";32;;
"""Firmino""";6;;;;;;
"""Fadil""";46;"""Zouhair""";12;"""Valery""";28;;
"""Ismailj""";6;;;;;;
"""Goran""";43;"""Levon""";11;"""M'barek""";26;;
"""Janek""";6;;;;;;
"""Jabir""";43;"""Lohan""";11;"""Naoufel""";26;;
"""Mahesh""";6;;;;;;
"""Gonçalo""";42;"""Pierrot""";11;"""Ciro""";25;;
"""Mickel""";6;;;;;;
"""Rony""";42;"""Sidney""";11;"""Houssam""";25;;
"""Moh'd""";6;;;;;;
"""Abdenbi""";41;"""Zeki""";11;"""Mohssin""";25;;
"""Rawad""";6;;;;;;
"""Selçuk""";41;"""Benny""";10;"""Ahmida""";24;;
"""Redjep""";6;;;;;;
"""Jesse""";38;"""Norman""";10;"""Kossi""";23;;
"""Reyad""";6;;;;;;
"""Sellam""";37;"""Tugay""";10;"""Abdelghafour""";22;;
"""Romario""";6;;;;;;
"""Pierre-Alexandre""";35;"""Houdhayfa""";9;"""Gerrit""";21;;
"""Song""";6;;;;;;
"""Selahattin""";34;"""Mehmed""";9;"""Rashid""";21;;
"""Aristides""";5;;;;;;
"""Emiliano""";33;"""Nurettin""";9;"""Abdelmonaim""";20;;
"""Boureima""";5;;;;;;
"""Zoubir""";33;"""Adonis""";8;"""Herve""";20;;
"""Clinton""";5;;;;;;
"""Malo""";32;"""Ciprian""";8;"""Todor""";20;;
"""Cristos""";5;;;;;;
"""Pierre-Emmanuel""";32;"""Edgard""";8;"""Zenon""";20;;
"""Edi""";5;;;;;;
"""Ramdane""";31;"""Manoah""";8;"""Zohir""";19;;
"""Eduart""";5;;;;;;
"""Faiçal""";30;"""Radu""";8;"""Eleftherios""";18;;
"""Faress""";5;;;;;;
"""Valery""";30;"""Ward""";8;"""Nicu""";18;;
"""Francisco-Javier""";5;;;;;;
"""Gerhard""";29;"""Albion""";7;"""Stanley""";18;;
"""Friso""";5;;;;;;
"""Ivaylo""";29;"""Alican""";7;"""Thami""";18;;
"""Gerassimos""";5;;;;;;
"""Manu""";29;"""Armani""";7;"""Younesse""";18;;
"""Heorhiy""";5;;;;;;
"""Nelu""";29;"""Badr-Eddine""";7;"""Anibal""";17;;
"""Ilko""";5;;;;;;
"""Felice""";28;"""Dzhaner""";7;"""Gavrila""";17;;
"""Illia""";5;;;;;;
"""Aboubaker""";27;"""Jun""";7;"""Shkelzen""";17;;
"""Islem""";5;;;;;;
"""Anderson""";27;"""Kewin""";7;"""Soulaïman""";17;;
"""Jakov""";5;;;;;;
"""Kassem""";27;"""Monsef""";7;"""Belaïd""";16;;
"""Javaid""";5;;;;;;
"""Tamas""";27;"""Nicolò""";7;"""Ervin""";16;;
"""Jehad""";5;;;;;;
"""Tigran""";27;"""Nohe""";7;"""Fares""";16;;
"""Luigj""";5;;;;;;
"""Ferdinando""";26;"""Rocco""";7;"""Landry""";16;;
"""Maris""";5;;;;;;
"""Rodolfo""";26;"""Talal""";7;"""Placide""";16;;
"""Maurad""";5;;;;;;
"""Valérian""";26;"""Tuan""";7;"""Sasa""";16;;
"""Mervyn""";5;;;;;;
"""Yuksel""";26;"""Valère""";7;"""Shenol""";16;;
"""Narendra""";5;;;;;;
"""Cristinel""";25;"""Abdelah""";6;"""Yuliyan""";16;;
"""Néjib""";5;;;;;;
"""Souheil""";25;"""Bera""";6;"""Gagik""";15;;
"""Rufin""";5;;;;;;
"""Tugay""";25;"""Bill""";6;"""Gatien""";15;;
"""Ruud""";5;;;;;;
"""Turgut""";25;"""Blessing""";6;"""Gennaro""";15;;
"""Taleb""";5;;;;;;
"""Yasir""";25;"""Bright""";6;"""Hammou""";15;;
"""Tymoteusz""";5;;;;;;
"""Ashot""";24;"""Darryl""";6;"""Kasper""";15;;
"""Victorino""";5;;;;;;
"""Eddie""";24;"""Emiel""";6;"""Mohamadou""";15;;
"""Yasuhiro""";5;;;;;;
"""Milos""";23;"""Mano""";6;"""Josse""";14;;
"""Yildirim""";5;;;;;;
"""Talal""";23;"""Milosz""";6;"""Mergim""";14;;
"""Blaise""";67;"""Ken""";17;"""Radi""";42;;
"""Abdelouahad""";22;"""Mutlu""";6;"""Niall""";14;;
"""Alin""";66;"""Yoann""";17;"""Hocine""";41;;
"""Bastian""";22;"""Pacôme""";6;"""Salomon""";14;;
"""Joannes""";63;"""Razvan""";16;"""Bernd""";39;;
"""Heinrich""";22;"""Rowan""";6;"""Teddy""";14;;
"""Bernardo""";61;"""Benoit""";15;"""Abdelmounaim""";38;;
"""Shahin""";22;"""Sufyan""";6;"""Asim""";13;;
"""Chafik""";61;"""Chakib""";15;"""Chakir""";38;;
"""Jeoffrey""";21;"""Abdouramane""";5;"""Jhon""";13;;
"""Hossein""";58;"""Ardit""";14;"""Hamdi""";35;;
"""Loan""";21;"""Agim""";5;"""Kilian""";13;;
"""Yüksel""";58;"""Bernardo""";14;"""Miroslav""";35;;
"""Shahzad""";21;"""Amîn""";5;"""Mazhar""";13;;
"""Gerald""";56;"""Lokman""";14;"""Moncef""";34;;
"""Souleymen""";21;"""Andrej""";5;"""Mladen""";13;;
"""Erdem""";54;"""Aïmane""";13;"""Sérgio""";33;;
"""Aomar""";20;"""Aydan""";5;"""Ross""";13;;
"""Anatole""";49;"""Bernard""";12;"""Mikhail""";30;;
"""Belaïd""";20;"""Bayan""";5;"""Suren""";13;;
"""Elio""";47;"""Muhamed""";12;"""Alaa""";28;;
"""Cezar""";20;"""Belal""";5;"""Taieb""";13;;
"""Lahsen""";46;"""Abdelmalik""";11;"""Witold""";28;;
"""Komlan""";20;"""Devran""";5;"""Antti""";12;;
"""Tawfik""";46;"""Andréas""";11;"""Barry""";27;;
"""Aurelian""";19;"""Gilbert""";5;"""Gürbüz""";12;;
"""Jean-Pol""";45;"""Blerim""";11;"""Raf""";27;;
"""Beni""";19;"""Guylian""";5;"""Hayk""";12;;
"""Waël""";45;"""Dardan""";11;"""Salem""";27;;
"""Erdzhan""";19;"""Ibrahime""";5;"""Kada""";12;;
"""Elhadj""";44;"""Fabien""";11;"""Bilel""";26;;
"""Ghulam""";19;"""Ilkay""";5;"""Krishna""";12;;
"""Brayan""";43;"""Kazim""";11;"""Marc-Antoine""";26;;
"""Huy""";19;"""Ivaylo""";5;"""Loic""";12;;
"""Boujemaa""";40;"""Dion""";10;"""Charalampos""";24;;
"""Klaas""";19;"""Jean-Jacques""";5;"""Mazen""";12;;
"""Jessy""";38;"""Orlando""";10;"""Lambert""";23;;
"""Leonid""";19;"""Jean-Marc""";5;"""Mehdy""";12;;
"""Noham""";38;"""Rayhane""";10;"""Maximilian""";23;;
"""Emery""";18;"""Meriton""";5;"""Abdessadek""";11;;
"""Amjad""";37;"""Sercan""";10;"""Safet""";23;;
"""Ensar""";18;"""Micael""";5;"""Adi""";11;;
"""Nidal""";36;"""Alihan""";9;"""Livio""";22;;
"""Francisc""";18;"""Mohammed-Ali""";5;"""Alseny""";11;;
"""Matheus""";35;"""Hans""";9;"""Félicien""";21;;
"""Horia""";18;"""Mugisha""";5;"""Arnaldo""";11;;
"""Helmut""";34;"""Kris""";9;"""Muhamet""";21;;
"""Valeri""";18;"""Ryo""";5;"""Han""";11;;
"""Nevzat""";34;"""Marceau""";9;"""Randy""";21;;
"""Zoheir""";18;"""Sevgin""";5;"""Italo""";11;;
"""Aliou""";33;"""Narcis""";9;"""Tahsin""";21;;
"""Ferit""";17;"""Vartan""";5;"""Naji""";11;;
"""Frederico""";33;"""Pol""";9;"""Abderrachid""";20;;
"""Ünal""";17;;;"""Abdelmejid""";10;;
"""Haydar""";33;"""René""";9;"""Alec""";20;;
"""Fidan""";16;;;"""Daisuke""";10;;
"""Karam""";33;"""Sevan""";9;"""Aris""";20;;
"""Germano""";16;;;"""Edip""";10;;
"""Nathaniel""";33;"""Tawfik""";9;"""Bienvenu""";20;;
"""Ross""";16;;;"""Javad""";10;;
"""Piet""";33;"""Vassili""";9;"""Davit""";20;;
"""Anir""";15;;;"""Michäel""";10;;
"""Sekou""";33;"""Wout""";9;"""Emeric""";20;;
"""Iurie""";15;;;"""Thien""";10;;
"""Baki""";32;"""Afrim""";8;"""Jalil""";20;;
"""Jean-Benoît""";15;;;"""Tunay""";10;;
"""Csaba""";32;"""Aloys""";8;"""Kasim""";20;;
"""Koji""";15;;;"""Zia""";10;;
"""Dragan""";32;"""Aras""";8;"""Matias""";20;;
"""Pantelis""";15;;;"""Azize""";9;;
"""Abdennour""";30;"""Mohsin""";8;"""Arsen""";18;;
"""Pierre-Paul""";15;;;"""Babar""";9;;
"""Lokman""";30;"""Selyan""";8;"""Gyunay""";18;;
"""Wolf""";15;;;"""Côme""";9;;
"""Savas""";29;"""Beytullah""";7;"""Aurelian""";17;;
"""Abdeladim""";14;;;"""Daut""";9;;
"""Kouider""";28;"""Ferdi""";7;"""Jilali""";17;;
"""Denislav""";14;;;"""Jalel""";9;;
"""Aiman""";26;"""Polat""";7;"""Hani""";16;;
"""Ihab""";14;;;"""Lode""";9;;
"""Alexy""";26;"""Prosper""";7;"""Honoré""";16;;
"""Tomy""";14;;;"""Roderick""";9;;
"""Andrés""";25;"""Vitor""";7;"""Vital""";16;;
"""Bill""";13;;;"""Tadashi""";9;;
"""Bahri""";25;"""Yaacoub""";7;"""Yalçin""";16;;
"""Loïk""";13;;;"""Andréa""";8;;
"""Nourredine""";25;"""Aslam""";6;"""Diamantino""";15;;
"""Aliocha""";12;;;"""Hernan""";8;;
"""Arsen""";24;"""Damir""";6;"""Jehan""";15;;
"""Aman""";12;;;"""Herwig""";8;;
"""Flavien""";24;"""Faiz""";6;"""Nima""";15;;
"""Attilio""";12;;;"""Jin""";8;;
"""Jean-Loup""";24;"""Freddy""";6;"""Saidou""";15;;
"""Efstathios""";12;;;"""Martino""";8;;
"""Mergim""";24;"""Guido""";6;"""Tamer""";15;;
"""Farhat""";12;;;"""Miles""";8;;
"""Reinhard""";24;"""Helder""";6;"""Yuriy""";15;;
"""Georgian""";12;;;"""Mounaim""";8;;
"""Resul""";24;"""Himad""";6;"""Zahir""";15;;
"""Iliasse""";12;;;"""Nurhan""";8;;
"""Kasim""";23;"""Louie""";6;"""Idir""";14;;
"""Kelyan""";12;;;"""Riduan""";8;;
"""Marie""";23;"""Mamadu""";6;"""Jef""";14;;
"""Leny""";12;;;"""Sadok""";8;;
"""Francois""";22;"""Ron""";6;"""Tan""";14;;
"""Shady""";12;;;"""Zurab""";8;;
"""Tunahan""";22;"""Térence""";6;"""Boumediene""";13;;
"""Spiridon""";12;;;"""Abdel-Ali""";7;;
"""Ufuk""";22;"""Théotime""";6;"""Charbel""";13;;
"""Ashkan""";11;;;"""Azat""";7;;
"""Adi""";21;"""Vinicius""";6;"""Dritan""";13;;
"""Messan""";11;;;"""Iskren""";7;;
"""Foad""";20;"""Celil""";5;"""Yanis""";13;;
"""Sevak""";11;;;"""Loup""";7;;
"""Mongi""";20;"""Elmo""";5;"""Bastiaan""";12;;
"""Seyfi""";11;;;"""Ludovicus""";7;;
"""Ravi""";20;"""Erblin""";5;"""Dante""";12;;
"""Visar""";11;;;"""Memet""";7;;
"""Sliman""";20;"""Ezio""";5;"""Duran""";12;;
"""Bin""";10;;;"""Saaid""";7;;
"""Azem""";19;"""Gloire""";5;"""Gustaaf""";12;;
"""Cateno""";10;;;"""Semun""";7;;
"""Chaouki""";19;"""Hamidou""";5;"""Horst""";12;;
"""Knut""";10;;;"""Adib""";6;;
"""Jian""";19;"""Jaison""";5;"""Mahamadou""";12;;
"""Lode""";10;;;"""Akwasi""";6;;
"""Hikmet""";18;"""Mouhamad""";5;"""Arcangelo""";11;;
"""Mensur""";10;;;"""Alimou""";6;;
"""Shkelzen""";18;"""Renzo""";5;"""Garry""";11;;
"""Neven""";10;;;"""Aristeidis""";6;;
"""Yacoub""";18;"""Sait""";5;"""Iacob""";11;;
"""Niel""";10;;;"""Arnault""";6;;
"""Asad""";17;"""Soren""";5;"""Laurence""";11;;
"""Vassil""";10;;;"""Deogratias""";6;;
"""Gergely""";17;"""Vicente""";5;"""Natale""";11;;
"""Yussuf""";10;;;"""Eoin""";6;;
"""Pierre-Jean""";17;;;"""Tugrul""";11;;
"""Abderrahime""";9;;;"""Esad""";6;;
"""Refik""";17;;;"""Valerian""";11;;
"""Briac""";9;;;"""Hossaine""";6;;
"""Sabry""";17;;;"""Venkata""";11;;
"""Merzouk""";9;;;"""Münir""";6;;
"""Zygmunt""";17;;;"""Anatoliy""";10;;
"""Pacôme""";9;;;"""Ognyan""";6;;
"""Aytekin""";15;;;"""Mitica""";10;;
"""Ruggero""";9;;;"""Pino""";6;;
"""Emad""";15;;;"""Ramin""";10;;
"""Sunny""";9;;;"""Ruggero""";6;;
"""Loqman""";15;;;"""Abdessamade""";9;;
"""Yalcin""";9;;;"""Souhaïb""";6;;
"""Teo""";15;;;"""Celestino""";9;;
"""Aldin""";8;;;"""Vikas""";6;;
"""Amand""";14;;;"""Feliciano""";9;;
"""Anand""";8;;;"""Wilmer""";6;;
"""Badredine""";14;;;"""Guglielmo""";9;;
"""Andris""";8;;;"""Xu""";6;;
"""Bakr""";14;;;"""Guylain""";9;;
"""Cao""";8;;;"""Abdulai""";5;;
"""Conor""";14;;;"""Ilyes""";9;;
"""Eser""";8;;;"""Anaël""";5;;
"""Komla""";14;;;"""Manoel""";9;;
"""Lander""";8;;;"""Edy""";5;;
"""Mete""";14;;;"""Mouctar""";9;;
"""Lincoln""";8;;;"""Eliezer""";5;;
"""Qasim""";14;;;"""Parvez""";9;;
"""Luciaan""";8;;;"""Esmaël""";5;;
"""Abdelrhani""";13;;;"""Sabo""";9;;
"""Makram""";8;;;"""Ezio""";5;;
"""Bedirhan""";13;;;"""Stergios""";9;;
"""Miklós""";8;;;"""Florimond""";5;;
"""Gédéon""";13;;;"""Younnes""";9;;
"""Montasser""";8;;;"""Georgiy""";5;;
"""Gentian""";13;;;"""Yussef""";9;;
"""Nebojsa""";8;;;"""Hachemi""";5;;
"""Krishna""";13;;;"""Amr""";8;;
"""Reynaldo""";8;;;"""Ibrahime""";5;;
"""Maximo""";13;;;"""Azad""";8;;
"""Theofanis""";8;;;"""Kan""";5;;
"""Octavio""";13;;;"""Boumedien""";8;;
"""Vahagn""";8;;;"""Klodian""";5;;
"""Yanni""";13;;;"""Georgel""";8;;
"""Valerica""";8;;;"""Koku""";5;;
"""Arnauld""";12;;;"""Ismaila""";8;;
"""Anuar""";7;;;"""Mokrane""";5;;
"""Arto""";12;;;"""Jacquy""";8;;
"""Django""";7;;;"""Qemal""";5;;
"""Balazs""";12;;;"""Joannis""";8;;
"""Eamon""";7;;;"""Rade""";5;;
"""Bas""";12;;;"""Jusuf""";8;;
"""Edy""";7;;;"""Radwane""";5;;
"""Cenk""";12;;;"""Kwabena""";8;;
"""Feng""";7;;;"""Riyad""";5;;
"""Charles-Albert""";12;;;"""Lahcene""";8;;
"""Kam""";7;;;"""Tengiz""";5;;
"""Fidel""";12;;;"""Min""";8;;
"""Matys""";7;;;"""Yildiray""";5;;
"""Mir""";12;;;"""Shahram""";8;;
"""Milorad""";7;;;"""Zamir""";5;;
"""Moses""";12;;;"""Stany""";8;;
"""Natalino""";7;;;;;;
"""Piergiorgio""";12;;;"""Valerica""";8;;
"""Orphée""";7;;;;;;
"""Americo""";11;;;"""Argyrios""";7;;
"""Ramesh""";7;;;;;;
"""Fouâd""";11;;;"""Dzevad""";7;;
"""Tayyab""";7;;;;;;
"""Ignacy""";11;;;"""Feim""";7;;
"""Afram""";6;;;;;;
"""Mohcin""";11;;;"""Iyad""";7;;
"""Aimane""";6;;;;;;
"""Nourddin""";11;;;"""Jean-René""";7;;
"""Alphonsus""";6;;;;;;
"""Stergios""";11;;;"""Mahendra""";7;;
"""Arvind""";6;;;;;;
"""Zeyd""";11;;;"""Moktar""";7;;
"""Bobby""";6;;;;;;
"""Abdula""";10;;;"""Nicolau""";7;;
"""Cagri""";6;;;;;;
"""Darryl""";10;;;"""Shukri""";7;;
"""Chirila""";6;;;;;;
"""Fredrik""";10;;;"""Tino""";7;;
"""Costantin""";6;;;;;;
"""Ioanis""";10;;;"""Zheng""";7;;
"""Drissa""";6;;;;;;
"""Jetmir""";10;;;"""Abdellali""";6;;
"""Eldin""";6;;;;;;
"""Sadettin""";10;;;"""Bogumil""";6;;
"""Facundo""";6;;;;;;
"""Sergej""";10;;;"""Caio""";6;;
"""Jean-Guy""";6;;;;;;
"""Yacouba""";10;;;"""Eder""";6;;
"""Khachik""";6;;;;;;
"""Ylan""";10;;;"""Elvir""";6;;
"""Levy""";6;;;;;;
"""Adham""";9;;;"""Ethem""";6;;
"""Lhassane""";6;;;;;;
"""Anaël""";9;;;"""Francky""";6;;
"""Luay""";6;;;;;;
"""Andoni""";9;;;"""Gabin""";6;;
"""Mirac""";6;;;;;;
"""Arafa""";9;;;"""Gerlando""";6;;
"""Mitat""";6;;;;;;
"""Dragomir""";9;;;"""Jaâfar""";6;;
"""Norik""";6;;;;;;
